Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound InChIKey,Compound Broad Identifier,Control Type,Quality Control,Channels,Percentage Inhibition (DPC),Hit Compound (over 75% activity),Phenotype Annotation Level,Number of Cells (DPC)
ESP0025843,G8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,caroxazone,NC(=O)CN1CC=2C=CC=CC2OC1=O,"2-(2-oxo-3,4-dihydro-2H-1,3-benzoxazin-3-yl)acetamide",29083,https://pubchem.ncbi.nlm.nih.gov/compound/29083,https://www.ebi.ac.uk/unichem/rest/inchikey/KYCBWEZLKCTALM-UHFFFAOYSA-N,KYCBWEZLKCTALM-UHFFFAOYSA-N,BRD-K92129045-001-01-6,,pass,cell body,"-11,15",no,well level,5198
ESP0025843,G9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,cicloprofen,CC(C(=O)O)C=1C=CC2=C(CC=3C=CC=CC32)C1,2-(9H-fluoren-2-yl)propanoic acid,14694110,https://pubchem.ncbi.nlm.nih.gov/compound/14694110,https://www.ebi.ac.uk/unichem/rest/inchikey/LRXFKKPEBXIPMW-SNVBAGLBSA-N,LRXFKKPEBXIPMW-SNVBAGLBSA-N,BRD-A94965935-001-01-6,,pass,cell body,"-6,75",no,well level,6071
ESP0025843,G10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,bromantan,BrC=1C=CC(NC2C3CC4CC(C3)CC2C4)=CC1,N-(4-bromophenyl)adamantan-2-amine,4660557,https://pubchem.ncbi.nlm.nih.gov/compound/4660557,https://www.ebi.ac.uk/unichem/rest/inchikey/LWJALJDRFBXHKX-UHFFFAOYSA-N,LWJALJDRFBXHKX-UHFFFAOYSA-N,"BRD-K86358349-001-02-0,BRD-K86358349-001-01-2",,pass,cell body,"-5,3",no,well level,6358
ESP0025843,G11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,thiothixene,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C/CCN3CCN(C)CC3)c2c1,"(9E)-N,N-dimethyl-9-[3-(4-methylpiperazin-1-yl)propylidene]thioxanthene-2-sulfonamide",941650,https://pubchem.ncbi.nlm.nih.gov/compound/941650,https://www.ebi.ac.uk/unichem/rest/inchikey/GFBKORZTTCHDGY-UFWORHAWSA-N,GFBKORZTTCHDGY-UFWORHAWSA-N,,,pass,cell body,"-9,9",no,well level,5446
ESP0025843,G12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"100,63",control,well level,27375
ESP0025843,H1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,4-tert-butylphenol,CC(C)(C)C=1C=CC(O)=CC1,4-tert-butylphenol,7393,https://pubchem.ncbi.nlm.nih.gov/compound/7393,https://www.ebi.ac.uk/unichem/rest/inchikey/QHPQWRBYOIRBIT-UHFFFAOYSA-N,QHPQWRBYOIRBIT-UHFFFAOYSA-N,"BRD-K06338106-001-01-4,BRD-K06338106-001-04-9",,pass,cell body,"0,87",no,well level,7583
ESP0025843,H2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,AS-2444697,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1,N-[3-Aminocarbonyl)-1-(tetrahydro-2H-pyran-4-yl)-1H-pyrazol-4-yl]-2-(2-methyl-4-pyridinyl)-4-oxazolecarboxamide hydrochloride,52913874,https://pubchem.ncbi.nlm.nih.gov/compound/52913874,https://www.ebi.ac.uk/unichem/rest/inchikey/JANBIXNDYNRYQP-UHFFFAOYSA-N,JANBIXNDYNRYQP-UHFFFAOYSA-N,"BRD-K73565918-003-01-4,BRD-K73565918-003-02-9",,pass,cell body,"-3,46",no,well level,6723
ESP0025843,H3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,MNITMT,Cn1cnnc1Sc1c([N+](=O)[O-])ncn1C,"4-Methyl-3-[(1-methyl-4-nitro-1H-imidazol-5-yl)thio]-4H-1,2,4-triazole",364622,https://pubchem.ncbi.nlm.nih.gov/compound/364622,https://www.ebi.ac.uk/unichem/rest/inchikey/NMBDIMPYACLUDE-UHFFFAOYSA-N,NMBDIMPYACLUDE-UHFFFAOYSA-N,"BRD-K63151507-001-02-4,BRD-K63151507-001-03-9",,pass,cell body,"-6,7",no,well level,6081
ESP0025843,H4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,2-Octyldodecan-1-ol,CCCCCCCCCCC(CO)CCCCCCCC,2-octyl-1-dodecanol,73415990,https://pubchem.ncbi.nlm.nih.gov/compound/73415990,https://www.ebi.ac.uk/unichem/rest/inchikey/LEACJMVNYZDSKR-FQEVSTJZSA-N,LEACJMVNYZDSKR-FQEVSTJZSA-N,"BRD-A51407134-001-02-7,BRD-A51407134-001-01-9",,pass,cell body,"-9,69",no,well level,5487
ESP0025843,H5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"5,6-dihydro-5-aza-2'-deoxycytidine",NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CN1,"6-amino-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]-4,5-dihydro-1,3,5-triazin-2(3H)-one",71167912,https://pubchem.ncbi.nlm.nih.gov/compound/71167912,https://www.ebi.ac.uk/unichem/rest/inchikey/LAOLDMMWVYDDID-HSUXUTPPSA-N,LAOLDMMWVYDDID-HSUXUTPPSA-N,BRD-K46690591-001-01-2,,pass,cell body,"-8,05",no,well level,5814
ESP0025843,H6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"4,5,6,7-tetrabromobenzotriazole",Brc1c(Br)c(Br)c2[nH]nnc2c1Br,"4,5,6,7-Tetrabromobenzotriazole",1694,https://pubchem.ncbi.nlm.nih.gov/compound/1694,https://www.ebi.ac.uk/unichem/rest/inchikey/OMZYUVOATZSGJY-UHFFFAOYSA-N,OMZYUVOATZSGJY-UHFFFAOYSA-N,"BRD-K97118047-001-03-8,BRD-K97118047-001-06-9,BRD-K97118047-001-04-6",,pass,cell body,"-3,72",no,well level,6672
ESP0025843,H7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,hydroxyamphetamine,CC(N)CC=1C=CC(O)=CC1,4-(2-aminopropyl)phenol,12234986,https://pubchem.ncbi.nlm.nih.gov/compound/12234986,https://www.ebi.ac.uk/unichem/rest/inchikey/GIKNHHRFLCDOEU-SSDOTTSWSA-N,GIKNHHRFLCDOEU-SSDOTTSWSA-N,"BRD-A80871782-004-06-9,BRD-A80871782-001-07-9",,pass,cell body,"-3,12",no,well level,6792
ESP0025843,H8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,sorbic-acid,CC=CC=CC(=O)O,"hexa-2,4-dienoic acid",5251,https://pubchem.ncbi.nlm.nih.gov/compound/5251,https://www.ebi.ac.uk/unichem/rest/inchikey/WSWCOQWTEOXDQX-UHFFFAOYSA-N,WSWCOQWTEOXDQX-UHFFFAOYSA-N,,,pass,cell body,"-3,99",no,well level,6619
ESP0025843,H9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,2-iodohippuric-acid,OC(=O)CNC(=O)C=1C=CC=CC1I,2-[(2-iodophenyl)formamido]acetic acid,8614,https://pubchem.ncbi.nlm.nih.gov/compound/8614,https://www.ebi.ac.uk/unichem/rest/inchikey/CORFWQGVBFFZHF-UHFFFAOYSA-N,CORFWQGVBFFZHF-UHFFFAOYSA-N,"BRD-K56634222-001-03-0,BRD-K56634222-001-04-9",,pass,cell body,"-4,42",no,well level,6533
ESP0025843,H10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,L-Citrulline,NC(CCCNC(N)=O)C(O)=O,2-amino-5-ureido-pentanoic acid,9750,https://pubchem.ncbi.nlm.nih.gov/compound/9750,https://www.ebi.ac.uk/unichem/rest/inchikey/RHGKLRLOHDJJDR-BYPYZUCNSA-N,RHGKLRLOHDJJDR-BYPYZUCNSA-N,"BRD-A12237696-001-05-9,BRD-A12237696-001-04-2",,pass,cell body,"-3,08",no,well level,6799
ESP0025843,H11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,(4-oxo-2-phenyl-4H-chromen-8-yl)acetic acid,OC(=O)Cc1cccc2C(=O)C=C(Oc12)c3ccccc3,(4-oxo-2-phenyl-4H-chromen-8-yl)acetic acid,55748,https://pubchem.ncbi.nlm.nih.gov/compound/55748,https://www.ebi.ac.uk/unichem/rest/inchikey/TZZNWMJZDWYJAZ-UHFFFAOYSA-N,TZZNWMJZDWYJAZ-UHFFFAOYSA-N,BRD-K35882976-001-04-7,,pass,cell body,"-8,43",no,well level,5737
ESP0025843,H12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"97,21",control,well level,26696
ESP0025844,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,4BP-TQS,BrC1=CC=C(C2NC(C=CC(S(=O)(N)=O)=C4)=C4C3C2CC=C3)C=C1,"4-(4-Bromophenyl)-3a,4,5,9b-tetrahydro-3H-cyclopenta[c]quinoline-8-sulfonamide",6979017,https://pubchem.ncbi.nlm.nih.gov/compound/6979017,https://www.ebi.ac.uk/unichem/rest/inchikey/YNCXHXYZTLIZTO-RLFYNMQTSA-N,YNCXHXYZTLIZTO-RLFYNMQTSA-N,"BRD-A18598741-001-01-2,BRD-A18598741-001-02-9",,pass,cell body,"-5,32",no,well level,5170
ESP0025844,A2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,BF2.649,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1,1-[3-[3-(4-Chlorophenyl)propoxy]propyl]-piperidine hydrochloride,9948102,https://pubchem.ncbi.nlm.nih.gov/compound/9948102,https://www.ebi.ac.uk/unichem/rest/inchikey/NNACHAUCXXVJSP-UHFFFAOYSA-N,NNACHAUCXXVJSP-UHFFFAOYSA-N,"BRD-K21673112-003-02-1,BRD-K21673112-003-01-3,BRD-K21673112-003-03-9",,pass,cell body,"-7,2",no,well level,4816
ESP0025844,A3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,imiloxan,CCN1C=CN=C1CC1COC2=CC=CC=C2O1,"2-(1-Ethyl-2-indazoyl)methyl-1,4-benzodioxan hydrochloride",76966048,https://pubchem.ncbi.nlm.nih.gov/compound/76966048,https://www.ebi.ac.uk/unichem/rest/inchikey/UXABARREKCJULM-NSHDSACASA-N,UXABARREKCJULM-NSHDSACASA-N,"BRD-A10903566-003-08-9,BRD-A10903566-003-07-7",,pass,cell body,"0,54",no,well level,6274
ESP0025844,A4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,OLDA,CCCCCCCC\C=C/CCCCCCCC(=O)NCCC1=CC=C(O)C(O)=C1,"(9Z)-N-[2-(3,4-Dihydroxyphenyl)ethyl]-9-octadecenamide",5282106,https://pubchem.ncbi.nlm.nih.gov/compound/5282106,https://www.ebi.ac.uk/unichem/rest/inchikey/QQBPLXNESPTPNU-KTKRTIGZSA-N,QQBPLXNESPTPNU-KTKRTIGZSA-N,"BRD-K95523387-001-10-9,BRD-K95523387-001-09-6",,pass,cell body,"-0,85",no,well level,6012
ESP0025844,A5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,RU-28318,[H][C@@]12CC[C@@](O)(CCC([O-])=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](CCC)CC2=CC(=O)CC[C@]12C,"3-[(7R,8R,9S,10R,13S,14S,17R)-17-hydroxy-10,13-dimethyl-3-oxo-7-propyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl]propanoate",3034004,https://pubchem.ncbi.nlm.nih.gov/compound/3034004,https://www.ebi.ac.uk/unichem/rest/inchikey/DNHCHRGCTVRAFT-JEHIOXJOSA-N,DNHCHRGCTVRAFT-JEHIOXJOSA-N,"BRD-K37687387-237-02-9,BRD-K37687387-237-01-7",,pass,cell body,"0,51",no,well level,6269
ESP0025844,A6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,N6-cyclopentyladenosine,O[C@@H]1[C@@H](CO)O[C@@H](N(C=N4)C2=C4C(NC3CCCC3)=NC=N2)[C@@H]1O,"(2R,3R,4S,5R)-2-[6-(cyclopentylamino)purin-9-yl]-5-(hydroxymethyl)tetrahydrofuran-3,4-diol",657378,https://pubchem.ncbi.nlm.nih.gov/compound/657378,https://www.ebi.ac.uk/unichem/rest/inchikey/SQMWSBKSHWARHU-SDBHATRESA-N,SQMWSBKSHWARHU-SDBHATRESA-N,"BRD-K60150510-001-16-9,BRD-K60150510-001-15-6",,pass,cell body,"-0,52",no,well level,6075
ESP0025844,A7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,SR-140333,O=C(N2C[C@@](CC[N+]3(CC5)CCC(C4=CC=CC=C4)5CC3)([C@]6=CC=C(Cl)C(Cl)=C6)CCC2)CC1=CC(OC(C)C)=CC=C1,"1-[2-[(3S)-3-(3,4-Dichlorophenyl)-1-[2-[3-(1-methylethoxy)phenyl]acetyl]-3-piperidinyl]ethyl]-4-phenyl-1-azoniabicyclo[2.2.2]octane chloride",108167,https://pubchem.ncbi.nlm.nih.gov/compound/108167,https://www.ebi.ac.uk/unichem/rest/inchikey/RPDFDSQFBCJTDY-GAQXSTBRSA-N,RPDFDSQFBCJTDY-GAQXSTBRSA-N,"BRD-K60931454-003-01-3,BRD-K60931454-003-02-9",,pass,cell body,"-1,67",no,well level,5858
ESP0025844,A8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,GTP-14564,N1N=C(C2=C1C1=C(O2)C=CC=C1)C1=CC=CC=C1,"3-Phenyl-1H-benzofuro[3,2-c]pyrazole",3385203,https://pubchem.ncbi.nlm.nih.gov/compound/3385203,https://www.ebi.ac.uk/unichem/rest/inchikey/DZQLVVLATXPWBK-UHFFFAOYSA-N,DZQLVVLATXPWBK-UHFFFAOYSA-N,"BRD-K16664969-001-04-1,BRD-K16664969-001-07-9,BRD-K16664969-001-03-3",,pass,cell body,"-5,18",no,well level,5196
ESP0025844,A9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ML-228,C1(C2=NC(NCC4=CC=C(C5=CC=CC=C5)C=C4)=C(C3=CC=CC=C3)N=N2)=NC=CC=C1,"N-([1,1'Biphenyl]-4-ylmethyl)-6-phenyl-3-(2-pyridinyl)-1,2,4-triazin-5-amine",46742353,https://pubchem.ncbi.nlm.nih.gov/compound/46742353,https://www.ebi.ac.uk/unichem/rest/inchikey/QNRODODTMXCRKU-UHFFFAOYSA-N,QNRODODTMXCRKU-UHFFFAOYSA-N,"BRD-K44432556-001-05-5,BRD-K44432556-001-01-4",,pass,cell body,"-2,88",no,well level,5631
ESP0025844,A10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,GBR-13069,Fc1ccc(cc1)C(OCCN1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1,1-[2-[bis(4-fluorophenyl)methoxy]ethyl]-4-[(E)-cinnamyl]piperazine,5974189,https://pubchem.ncbi.nlm.nih.gov/compound/5974189,https://www.ebi.ac.uk/unichem/rest/inchikey/DASHZBBQOARCMQ-QPJJXVBHSA-N,DASHZBBQOARCMQ-QPJJXVBHSA-N,"BRD-K92577649-300-01-2,BRD-K92577649-300-03-9",,pass,cell body,"-1,43",no,well level,5903
ESP0025844,A11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,SR-3677,O=C(C3COC(C=CC=C4)=C4O3)NC1=CC=C(C2=CNN=C2)C=C1OCCN(C)C,"N-[2-[2-(Dimethylamino)ethoxy]-4-(1H-pyrazol-4-yl)phenyl-2,3-dihydro-1,4-benzodioxin-2-carboxamide dihydrochloride",93600633,https://pubchem.ncbi.nlm.nih.gov/compound/93600633,https://www.ebi.ac.uk/unichem/rest/inchikey/OQWZIAVXCYIZNN-OAQYLSRUSA-N,OQWZIAVXCYIZNN-OAQYLSRUSA-N,"BRD-A86468475-300-01-3,BRD-A86468475-300-02-9",,pass,cell body,"-2,59",no,well level,5684
ESP0025844,A12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"3,49",control,well level,6831
ESP0025844,B1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,rimcazole,C[C@H](N[C@H](C)C4)CN4CCCN1C3=C(C=CC=C3)C2=C1C=CC=C2,"9-[3-(cis-3,5-Dimethyl-1-piperazinyl)propyl]-9H-carbazole dihydrochloride",53389,https://pubchem.ncbi.nlm.nih.gov/compound/53389,https://www.ebi.ac.uk/unichem/rest/inchikey/GUDVQJXODNJRIJ-CALCHBBNSA-N,GUDVQJXODNJRIJ-CALCHBBNSA-N,BRD-K70490179-300-01-2,,pass,cell body,"1,09",no,well level,6378
ESP0025844,B2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,PHCCC,O=C(NC4=CC=CC=C4)C3(C2C3)OC1=CC=CC=C1/C2=N/O,N-Phenyl-7-(hydroxyimino)cyclopropa[b]chromen-1a-carboxamide,5866327,https://pubchem.ncbi.nlm.nih.gov/compound/5866327,https://www.ebi.ac.uk/unichem/rest/inchikey/FPXPIEZPAXSELW-CYVLTUHYSA-N,FPXPIEZPAXSELW-CYVLTUHYSA-N,,,pass,cell body,"-0,65",no,well level,6050
ESP0025844,B3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,PP-121,NC1=C2C(N(C5CCCC5)N=C2C3=CN=C(NC=C4)C4=C3)=NC=N1,"1-Cyclopentyl-3-(1H-pyrrolo[2,3-b]pyridin-5-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",24905142,https://pubchem.ncbi.nlm.nih.gov/compound/24905142,https://www.ebi.ac.uk/unichem/rest/inchikey/NVRXTLZYXZNATH-UHFFFAOYSA-N,NVRXTLZYXZNATH-UHFFFAOYSA-N,"BRD-K81801188-001-02-8,BRD-K81801188-001-05-1,BRD-K81801188-001-06-9",,pass,cell body,"4,7",no,well level,7059
ESP0025844,B4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ZM-39923,CC(C)N(CCC(=O)C1=CC=C2C=CC=CC2=C1)CC1=CC=CC=C1,3-benzylisopropylamino-1-naphthalen-2-yl-propan-1-one hydrochloride,3797,https://pubchem.ncbi.nlm.nih.gov/compound/3797,https://www.ebi.ac.uk/unichem/rest/inchikey/JSASWRWALCMOQP-UHFFFAOYSA-N,JSASWRWALCMOQP-UHFFFAOYSA-N,"BRD-K40624912-003-17-9,BRD-K40624912-003-15-5,BRD-K40624912-003-12-2,BRD-K40624912-003-13-0,BRD-K40624912-003-14-8",,pass,cell body,"5,11",no,well level,7136
ESP0025844,B5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,LY266097,CC1=CC=C(NC3=C2CCNC3CC4=CC=C(OC)C(OC)=C4Cl)C2=C1,"1-[(2-Chloro-3,4-dimethoxyphenyl)methyl]-2,3,4,9-tetrahydro-6-methyl-1H-pyrido[3,4-b]indole hydrochloride",92845961,https://pubchem.ncbi.nlm.nih.gov/compound/92845961,https://www.ebi.ac.uk/unichem/rest/inchikey/NJLHHCITDFZZSE-QGZVFWFLSA-N,NJLHHCITDFZZSE-QGZVFWFLSA-N,"BRD-A64004759-003-01-9,BRD-A64004759-003-02-9",,pass,cell body,"62,37",no,well level,17926
ESP0025844,B6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,MDL-73005EF,O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,"8-[2-(2,3-dihydro-1,4-benzodioxin-3-ylmethylamino)ethyl]-8-azaspiro[4.5]decane-7,9-dione",60769,https://pubchem.ncbi.nlm.nih.gov/compound/60769,https://www.ebi.ac.uk/unichem/rest/inchikey/BVMYCHKQPGEOSI-UHFFFAOYSA-N,BVMYCHKQPGEOSI-UHFFFAOYSA-N,,,pass,cell body,"-0,12",no,well level,6150
ESP0025844,B7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,YIL-781,O=C2C1=CC(OC4=CC=C(F)C=C4)=CC=C1N=C(C)N2C[C@@H]3CN(C(C)C)CCC3,6-(4-Fluorophenoxy)-2-methyl-3-[[(3S)-1-(1-methylethyl)-3-piperidinyl]methyl]-4(3H)-quinazolinone,23631116,https://pubchem.ncbi.nlm.nih.gov/compound/23631116,https://www.ebi.ac.uk/unichem/rest/inchikey/FRKXOBMDEXCHHD-SFHVURJKSA-N,FRKXOBMDEXCHHD-SFHVURJKSA-N,"BRD-K91403886-003-01-4,BRD-K91403886-003-02-9",,pass,cell body,"-8,76",no,well level,4523
ESP0025844,B8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,butabindide,O=[C@]([C@@H](N)CC)N([C@H]([C@@](NCCCC)=O)C2)C1=C2C=CC=C1,"(2S)-[1-[(2S)-2-amino-1-oxobutyl]-N-butyl]-2,3-dihydro-1H-indole-2-carboxamide oxalate",9817923,https://pubchem.ncbi.nlm.nih.gov/compound/9817923,https://www.ebi.ac.uk/unichem/rest/inchikey/HAQIRIMIVLFYIX-ZFWWWQNUSA-N,HAQIRIMIVLFYIX-ZFWWWQNUSA-N,"BRD-K40581315-034-01-5,BRD-K40581315-034-02-9",,pass,cell body,"-4,49",no,well level,5327
ESP0025844,B9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,terreic-acid-(-),CC1=C(O)C(=O)[C@@H]2O[C@@H]2C1=O,"(1R,6S)-3-Hydroxy-4-methyl-7-oxabicyclo[4.1.0]hept-3-ene-2,5-dione",44483234,https://pubchem.ncbi.nlm.nih.gov/compound/44483234,https://www.ebi.ac.uk/unichem/rest/inchikey/NYFMSQHOGRWGFD-OOEDRKFMSA-N,NYFMSQHOGRWGFD-OOEDRKFMSA-N,,,pass,cell body,"-1,44",no,well level,5902
ESP0025844,B10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,GW-627368,O=C(NS(C5=CC=CC=C5)(=O)=O)CC(C=C4)=CC=C4N3CC2=C(OCC)C1=CC=CC=C1C(OCC)=C2C3=O,"4-(4-,9-Diethoxy-1,3-dihydro-1-oxo-2H-benz[f]isoindol-2-yl)-N-(phenylsulfonyl)benzeneacetamide",5312130,https://pubchem.ncbi.nlm.nih.gov/compound/5312130,https://www.ebi.ac.uk/unichem/rest/inchikey/XREWXJVMYAXCJV-UHFFFAOYSA-N,XREWXJVMYAXCJV-UHFFFAOYSA-N,"BRD-K50005760-001-02-9,BRD-K50005760-001-01-1",,pass,cell body,"-6,97",no,well level,4859
