Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Identifier,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound Broad Identifier,Control Type,Channels,Compound Concentration (microMolar),Percentage Inhibition (DPC),Cells - Number of Objects,Hit Compound (over 75% activity),Phenoptye Annotation Level
ESP0025729,B12,,,,,,,,,,,,,,,,,,negative,cell body,0,"100,84",29269,,
ESP0025729,C3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A58955223,sulforaphane,CS(=O)CCCCN=C=S,1-isothiocyanato-4-methylsulfinyl-butane,9577379,https://pubchem.ncbi.nlm.nih.gov/compound/9577379,https://www.ebi.ac.uk/unichem/rest/inchikey/SUVMJBTUFCVSAD-SNVBAGLBSA-N,BRD-A58955223-001-03-8,,cell body,2,"5,76",12777,yes,well level
ESP0025729,C5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K36756879,ETHAVERINE HYDROCHLORIDE,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,"1-[(3,4-diethoxyphenyl)methyl]-6,7-diethoxy-isoquinoline",3280,https://pubchem.ncbi.nlm.nih.gov/compound/3280,https://www.ebi.ac.uk/unichem/rest/inchikey/ZOWYFYXTIWQBEP-UHFFFAOYSA-N,"BRD-K36756879-003-08-7,BRD-K36756879-001-09-9",,cell body,2,"30,19",17015,yes,well level
ESP0025729,C6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K78781788,Barnidipine HCl,COC(=O)C1=C(C)NC(=C([C@H]1c2cccc(c2)[N+](=O)[O-])C(=O)O[C@H]3CCN(Cc4ccccc4)C3)C,"O5-[(3S)-1-benzylpyrrolidin-3-yl] O3-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",443869,https://pubchem.ncbi.nlm.nih.gov/compound/443869,https://www.ebi.ac.uk/unichem/rest/inchikey/VXMOONUMYLCFJD-DHLKQENFSA-N,BRD-K78781788-003-01-9,,cell body,2,"-34,52",5791,yes,well level
ESP0025729,C7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K14658796,drotaverine,CCOc1ccc(\C=C2\NCCc3cc(OCC)c(OCC)cc23)cc1OCC,"(1E)-1-[(3,4-diethoxyphenyl)methylene]-6,7-diethoxy-3,4-dihydro-2H-isoquinoline",6437862,https://pubchem.ncbi.nlm.nih.gov/compound/6437862,https://www.ebi.ac.uk/unichem/rest/inchikey/OMFNSKIUKYOYRG-DEDYPNTBSA-N,,,cell body,2,"-13,6",9420,yes,well level
ESP0025729,C11,,,,,,,,,,,,,,,,,,positive,cell body,0,"-1,22",11567,,
ESP0025729,C12,,,,,,,,,,,,,,,,,,negative,cell body,0,"100,43",29198,,
ESP0025729,D3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A58955223,sulforaphane,CS(=O)CCCCN=C=S,1-isothiocyanato-4-methylsulfinyl-butane,9577379,https://pubchem.ncbi.nlm.nih.gov/compound/9577379,https://www.ebi.ac.uk/unichem/rest/inchikey/SUVMJBTUFCVSAD-SNVBAGLBSA-N,BRD-A58955223-001-03-8,,cell body,"0,63","3,94",12462,yes,well level
ESP0025729,D5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K36756879,ETHAVERINE HYDROCHLORIDE,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,"1-[(3,4-diethoxyphenyl)methyl]-6,7-diethoxy-isoquinoline",3280,https://pubchem.ncbi.nlm.nih.gov/compound/3280,https://www.ebi.ac.uk/unichem/rest/inchikey/ZOWYFYXTIWQBEP-UHFFFAOYSA-N,"BRD-K36756879-003-08-7,BRD-K36756879-001-09-9",,cell body,"0,63","36,06",18032,yes,well level
ESP0025729,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K78781788,Barnidipine HCl,COC(=O)C1=C(C)NC(=C([C@H]1c2cccc(c2)[N+](=O)[O-])C(=O)O[C@H]3CCN(Cc4ccccc4)C3)C,"O5-[(3S)-1-benzylpyrrolidin-3-yl] O3-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",443869,https://pubchem.ncbi.nlm.nih.gov/compound/443869,https://www.ebi.ac.uk/unichem/rest/inchikey/VXMOONUMYLCFJD-DHLKQENFSA-N,BRD-K78781788-003-01-9,,cell body,"0,63","-19,18",8451,yes,well level
ESP0025729,D7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K14658796,drotaverine,CCOc1ccc(\C=C2\NCCc3cc(OCC)c(OCC)cc23)cc1OCC,"(1E)-1-[(3,4-diethoxyphenyl)methylene]-6,7-diethoxy-3,4-dihydro-2H-isoquinoline",6437862,https://pubchem.ncbi.nlm.nih.gov/compound/6437862,https://www.ebi.ac.uk/unichem/rest/inchikey/OMFNSKIUKYOYRG-DEDYPNTBSA-N,,,cell body,"0,63","-3,46",11178,yes,well level
ESP0025729,D11,,,,,,,,,,,,,,,,,,positive,cell body,0,"8,41",13237,,
ESP0025729,D12,,,,,,,,,,,,,,,,,,negative,cell body,0,"99,84",29095,,
ESP0025729,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A58955223,sulforaphane,CS(=O)CCCCN=C=S,1-isothiocyanato-4-methylsulfinyl-butane,9577379,https://pubchem.ncbi.nlm.nih.gov/compound/9577379,https://www.ebi.ac.uk/unichem/rest/inchikey/SUVMJBTUFCVSAD-SNVBAGLBSA-N,BRD-A58955223-001-03-8,,cell body,"0,2","2,25",12168,yes,well level
ESP0025729,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K36756879,ETHAVERINE HYDROCHLORIDE,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,"1-[(3,4-diethoxyphenyl)methyl]-6,7-diethoxy-isoquinoline",3280,https://pubchem.ncbi.nlm.nih.gov/compound/3280,https://www.ebi.ac.uk/unichem/rest/inchikey/ZOWYFYXTIWQBEP-UHFFFAOYSA-N,"BRD-K36756879-003-08-7,BRD-K36756879-001-09-9",,cell body,"0,2","-6,08",10723,yes,well level
ESP0025729,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K78781788,Barnidipine HCl,COC(=O)C1=C(C)NC(=C([C@H]1c2cccc(c2)[N+](=O)[O-])C(=O)O[C@H]3CCN(Cc4ccccc4)C3)C,"O5-[(3S)-1-benzylpyrrolidin-3-yl] O3-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",443869,https://pubchem.ncbi.nlm.nih.gov/compound/443869,https://www.ebi.ac.uk/unichem/rest/inchikey/VXMOONUMYLCFJD-DHLKQENFSA-N,BRD-K78781788-003-01-9,,cell body,"0,2","-14,9",9193,yes,well level
ESP0025729,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K14658796,drotaverine,CCOc1ccc(\C=C2\NCCc3cc(OCC)c(OCC)cc23)cc1OCC,"(1E)-1-[(3,4-diethoxyphenyl)methylene]-6,7-diethoxy-3,4-dihydro-2H-isoquinoline",6437862,https://pubchem.ncbi.nlm.nih.gov/compound/6437862,https://www.ebi.ac.uk/unichem/rest/inchikey/OMFNSKIUKYOYRG-DEDYPNTBSA-N,,,cell body,"0,2","89,57",27314,yes,well level
ESP0025729,E11,,,,,,,,,,,,,,,,,,positive,cell body,0,"-2,61",11326,,
ESP0025729,E12,,,,,,,,,,,,,,,,,,negative,cell body,0,"97,91",28761,,
ESP0025729,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A58955223,sulforaphane,CS(=O)CCCCN=C=S,1-isothiocyanato-4-methylsulfinyl-butane,9577379,https://pubchem.ncbi.nlm.nih.gov/compound/9577379,https://www.ebi.ac.uk/unichem/rest/inchikey/SUVMJBTUFCVSAD-SNVBAGLBSA-N,BRD-A58955223-001-03-8,,cell body,63,"4,42",12544,yes,well level
ESP0025729,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K36756879,ETHAVERINE HYDROCHLORIDE,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,"1-[(3,4-diethoxyphenyl)methyl]-6,7-diethoxy-isoquinoline",3280,https://pubchem.ncbi.nlm.nih.gov/compound/3280,https://www.ebi.ac.uk/unichem/rest/inchikey/ZOWYFYXTIWQBEP-UHFFFAOYSA-N,"BRD-K36756879-003-08-7,BRD-K36756879-001-09-9",,cell body,63,"7,22",13030,yes,well level
ESP0025729,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K78781788,Barnidipine HCl,COC(=O)C1=C(C)NC(=C([C@H]1c2cccc(c2)[N+](=O)[O-])C(=O)O[C@H]3CCN(Cc4ccccc4)C3)C,"O5-[(3S)-1-benzylpyrrolidin-3-yl] O3-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",443869,https://pubchem.ncbi.nlm.nih.gov/compound/443869,https://www.ebi.ac.uk/unichem/rest/inchikey/VXMOONUMYLCFJD-DHLKQENFSA-N,BRD-K78781788-003-01-9,,cell body,63,"-1,86",11456,yes,well level
ESP0025729,F7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K14658796,drotaverine,CCOc1ccc(\C=C2\NCCc3cc(OCC)c(OCC)cc23)cc1OCC,"(1E)-1-[(3,4-diethoxyphenyl)methylene]-6,7-diethoxy-3,4-dihydro-2H-isoquinoline",6437862,https://pubchem.ncbi.nlm.nih.gov/compound/6437862,https://www.ebi.ac.uk/unichem/rest/inchikey/OMFNSKIUKYOYRG-DEDYPNTBSA-N,,,cell body,63,"4,05",12481,yes,well level
ESP0025729,F11,,,,,,,,,,,,,,,,,,positive,cell body,0,"6,19",12852,,
ESP0025729,F12,,,,,,,,,,,,,,,,,,negative,cell body,0,"99,2",28984,,
ESP0025729,G3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A58955223,sulforaphane,CS(=O)CCCCN=C=S,1-isothiocyanato-4-methylsulfinyl-butane,9577379,https://pubchem.ncbi.nlm.nih.gov/compound/9577379,https://www.ebi.ac.uk/unichem/rest/inchikey/SUVMJBTUFCVSAD-SNVBAGLBSA-N,BRD-A58955223-001-03-8,,cell body,"0,02","13,71",14156,yes,well level
ESP0025729,G5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K36756879,ETHAVERINE HYDROCHLORIDE,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,"1-[(3,4-diethoxyphenyl)methyl]-6,7-diethoxy-isoquinoline",3280,https://pubchem.ncbi.nlm.nih.gov/compound/3280,https://www.ebi.ac.uk/unichem/rest/inchikey/ZOWYFYXTIWQBEP-UHFFFAOYSA-N,"BRD-K36756879-003-08-7,BRD-K36756879-001-09-9",,cell body,"0,02","3,9",12455,yes,well level
ESP0025729,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K78781788,Barnidipine HCl,COC(=O)C1=C(C)NC(=C([C@H]1c2cccc(c2)[N+](=O)[O-])C(=O)O[C@H]3CCN(Cc4ccccc4)C3)C,"O5-[(3S)-1-benzylpyrrolidin-3-yl] O3-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",443869,https://pubchem.ncbi.nlm.nih.gov/compound/443869,https://www.ebi.ac.uk/unichem/rest/inchikey/VXMOONUMYLCFJD-DHLKQENFSA-N,BRD-K78781788-003-01-9,,cell body,"0,02","-7,08",10550,yes,well level
ESP0025729,G7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K14658796,drotaverine,CCOc1ccc(\C=C2\NCCc3cc(OCC)c(OCC)cc23)cc1OCC,"(1E)-1-[(3,4-diethoxyphenyl)methylene]-6,7-diethoxy-3,4-dihydro-2H-isoquinoline",6437862,https://pubchem.ncbi.nlm.nih.gov/compound/6437862,https://www.ebi.ac.uk/unichem/rest/inchikey/OMFNSKIUKYOYRG-DEDYPNTBSA-N,,,cell body,"0,02","-2,01",11430,yes,well level
ESP0025729,G11,,,,,,,,,,,,,,,,,,positive,cell body,0,"3,42",12371,,
ESP0025729,G12,,,,,,,,,,,,,,,,,,negative,cell body,0,"99,11",28969,,
ESP0025729,H3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A58955223,sulforaphane,CS(=O)CCCCN=C=S,1-isothiocyanato-4-methylsulfinyl-butane,9577379,https://pubchem.ncbi.nlm.nih.gov/compound/9577379,https://www.ebi.ac.uk/unichem/rest/inchikey/SUVMJBTUFCVSAD-SNVBAGLBSA-N,BRD-A58955223-001-03-8,,cell body,"0,0064","-2,69",11311,yes,well level
ESP0025729,H5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K36756879,ETHAVERINE HYDROCHLORIDE,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,"1-[(3,4-diethoxyphenyl)methyl]-6,7-diethoxy-isoquinoline",3280,https://pubchem.ncbi.nlm.nih.gov/compound/3280,https://www.ebi.ac.uk/unichem/rest/inchikey/ZOWYFYXTIWQBEP-UHFFFAOYSA-N,"BRD-K36756879-003-08-7,BRD-K36756879-001-09-9",,cell body,"0,0064","3,29",12349,yes,well level
ESP0025729,H6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K78781788,Barnidipine HCl,COC(=O)C1=C(C)NC(=C([C@H]1c2cccc(c2)[N+](=O)[O-])C(=O)O[C@H]3CCN(Cc4ccccc4)C3)C,"O5-[(3S)-1-benzylpyrrolidin-3-yl] O3-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",443869,https://pubchem.ncbi.nlm.nih.gov/compound/443869,https://www.ebi.ac.uk/unichem/rest/inchikey/VXMOONUMYLCFJD-DHLKQENFSA-N,BRD-K78781788-003-01-9,,cell body,"0,0064","-9,34",10158,yes,well level
ESP0025729,H7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K14658796,drotaverine,CCOc1ccc(\C=C2\NCCc3cc(OCC)c(OCC)cc23)cc1OCC,"(1E)-1-[(3,4-diethoxyphenyl)methylene]-6,7-diethoxy-3,4-dihydro-2H-isoquinoline",6437862,https://pubchem.ncbi.nlm.nih.gov/compound/6437862,https://www.ebi.ac.uk/unichem/rest/inchikey/OMFNSKIUKYOYRG-DEDYPNTBSA-N,,,cell body,"0,0064","0,82",11921,yes,well level
ESP0025729,H11,,,,,,,,,,,,,,,,,,positive,cell body,0,"-10,36",9981,,
ESP0025729,H12,,,,,,,,,,,,,,,,,,negative,cell body,0,"100,68",29241,,
ESP0025730,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K17555800,talmapimod,O=C(C(N(C)C)=O)C2=CN(C)C1=CC(Cl)=C(C(N3[C@H](C)CN(CC4=CC=C(F)C=C4)[C@@H](C)C3)=O)C=C12,"2-(6-chloro-5-{[(2R,5S)-4-(4-fluorobenzyl)-2,5-dimethylpiperazinyl]carbonyl}-1-methyl-1H-indol-3-yl)-N,N-dimethyl-2-oxoacetamide",9871074,https://pubchem.ncbi.nlm.nih.gov/compound/9871074,https://www.ebi.ac.uk/unichem/rest/inchikey/ZMELOYOKMZBMRB-DLBZAZTESA-N,"BRD-K17555800-003-02-3,BRD-K17555800-003-01-5,BRD-K17555800-001-01-9",,cell body,20,"83,3",25031,yes,well level
ESP0025730,A2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K37890730,camptothecin,O=C4C5=C([C@](CC)(O)C(OC5)=O)C=C3C2=NC1=CC=CC=C1C=C2CN34,"(S)-4-Ethyl-4-hydroxy-1H-pyrano-[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",24360,https://pubchem.ncbi.nlm.nih.gov/compound/24360,https://www.ebi.ac.uk/unichem/rest/inchikey/VSJKWCGYPAHWDS-FQEVSTJZSA-N,"BRD-K37890730-001-17-7,BRD-K37890730-001-15-1,BRD-K37890730-001-16-9",,cell body,20,"-29,96",3286,yes,well level
ESP0025730,A3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K33882852,ZK-93423,CCOC(=O)C1=C(COC)C2=C(NC3=C2C=C(OCC2=CC=CC=C2)C=C3)C=N1,"4-(Methoxymethyl)-6-(phenylmethoxy)-9H-pyrido[3,4-b]indole-3-carboxylic acid ethyl ester hydrochloride",121926,https://pubchem.ncbi.nlm.nih.gov/compound/121926,https://www.ebi.ac.uk/unichem/rest/inchikey/ALBKMJDFBZVHAK-UHFFFAOYSA-N,"BRD-K33882852-003-03-6,BRD-K33882852-003-04-9,BRD-K33882852-003-02-8",,cell body,20,"11,97",11335,yes,well level
ESP0025730,A4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A52660433,tetrindole,C1CCC(CC1)c1ccc2n3CCNC4CCCc(c34)c2c1,"12-cyclohexyl-1,4-diazatetracyclo[7.6.1.05,16.010,15]hexadeca-9(16),10,12,14-tetraene",54792409,https://pubchem.ncbi.nlm.nih.gov/compound/54792409,https://www.ebi.ac.uk/unichem/rest/inchikey/AUXCHYJDVJZEPG-UHFFFAOYSA-N,"BRD-A52660433-066-03-9,BRD-A52660433-066-02-1",,cell body,20,"14,31",11785,yes,well level
ESP0025730,A5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A89585551,MEFLOQUINE HYDROCHLORIDE,OC(C1CCCCN1)c1cc(nc2c(cccc12)C(F)(F)F)C(F)(F)F,"[2,8-bis(trifluoromethyl)-4-quinolyl]-(2-piperidyl)methanol",4046,https://pubchem.ncbi.nlm.nih.gov/compound/4046,https://www.ebi.ac.uk/unichem/rest/inchikey/XEEQGYMUWCZPDN-UHFFFAOYSA-N,,,cell body,20,"72,41",22939,yes,well level
ESP0025730,A8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A10662413,prenylamine,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,"N-(1-methyl-2-phenyl-ethyl)-3,3-diphenyl-propan-1-amine",181757,https://pubchem.ncbi.nlm.nih.gov/compound/181757,https://www.ebi.ac.uk/unichem/rest/inchikey/IFFPICMESYHZPQ-FQEVSTJZSA-N,BRD-A10662413-043-11-2,,cell body,20,"84,95",25348,yes,well level
ESP0025730,A10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K34321528,CGP-71683,NC1=NC(NC[C@H]3CC[C@H](CNS(=O)(C4=CC=CC5=C4C=CC=C5)=O)CC3)=NC2=C1C=CC=C2,N-[[trans-4-[[(4-Amino-2-quinazolinyl)amino]methyl]cyclohexyl]methyl]-1-naphthalenesulfonamide hydrochloride,,,https://www.ebi.ac.uk/unichem/rest/inchikey/UULIGRNKXHCLQN-WGSAOQKQSA-N,"BRD-K34321528-003-02-0,BRD-K34321528-003-01-2,BRD-K34321528-003-03-9",,cell body,20,"0,58",9148,yes,well level
ESP0025730,A11,,,,,,,,,,,,,,,,,,positive,cell body,0,"-10,38",7044,,
ESP0025730,A12,,,,,,,,,,,,,,,,,,negative,cell body,0,"100,16",28267,,
ESP0025730,B1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K17555800,talmapimod,O=C(C(N(C)C)=O)C2=CN(C)C1=CC(Cl)=C(C(N3[C@H](C)CN(CC4=CC=C(F)C=C4)[C@@H](C)C3)=O)C=C12,"2-(6-chloro-5-{[(2R,5S)-4-(4-fluorobenzyl)-2,5-dimethylpiperazinyl]carbonyl}-1-methyl-1H-indol-3-yl)-N,N-dimethyl-2-oxoacetamide",9871074,https://pubchem.ncbi.nlm.nih.gov/compound/9871074,https://www.ebi.ac.uk/unichem/rest/inchikey/ZMELOYOKMZBMRB-DLBZAZTESA-N,"BRD-K17555800-003-02-3,BRD-K17555800-003-01-5,BRD-K17555800-001-01-9",,cell body,"6,3","-19,42",5309,yes,well level
ESP0025730,B2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K37890730,camptothecin,O=C4C5=C([C@](CC)(O)C(OC5)=O)C=C3C2=NC1=CC=CC=C1C=C2CN34,"(S)-4-Ethyl-4-hydroxy-1H-pyrano-[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",24360,https://pubchem.ncbi.nlm.nih.gov/compound/24360,https://www.ebi.ac.uk/unichem/rest/inchikey/VSJKWCGYPAHWDS-FQEVSTJZSA-N,"BRD-K37890730-001-17-7,BRD-K37890730-001-15-1,BRD-K37890730-001-16-9",,cell body,"6,3","-9,8",7156,yes,well level
ESP0025730,B3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K33882852,ZK-93423,CCOC(=O)C1=C(COC)C2=C(NC3=C2C=C(OCC2=CC=CC=C2)C=C3)C=N1,"4-(Methoxymethyl)-6-(phenylmethoxy)-9H-pyrido[3,4-b]indole-3-carboxylic acid ethyl ester hydrochloride",121926,https://pubchem.ncbi.nlm.nih.gov/compound/121926,https://www.ebi.ac.uk/unichem/rest/inchikey/ALBKMJDFBZVHAK-UHFFFAOYSA-N,"BRD-K33882852-003-03-6,BRD-K33882852-003-04-9,BRD-K33882852-003-02-8",,cell body,"6,3","81,75",24732,yes,well level
ESP0025730,B4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A52660433,tetrindole,C1CCC(CC1)c1ccc2n3CCNC4CCCc(c34)c2c1,"12-cyclohexyl-1,4-diazatetracyclo[7.6.1.05,16.010,15]hexadeca-9(16),10,12,14-tetraene",54792409,https://pubchem.ncbi.nlm.nih.gov/compound/54792409,https://www.ebi.ac.uk/unichem/rest/inchikey/AUXCHYJDVJZEPG-UHFFFAOYSA-N,"BRD-A52660433-066-03-9,BRD-A52660433-066-02-1",,cell body,"6,3","7,08",10396,yes,well level
ESP0025730,B5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A89585551,MEFLOQUINE HYDROCHLORIDE,OC(C1CCCCN1)c1cc(nc2c(cccc12)C(F)(F)F)C(F)(F)F,"[2,8-bis(trifluoromethyl)-4-quinolyl]-(2-piperidyl)methanol",4046,https://pubchem.ncbi.nlm.nih.gov/compound/4046,https://www.ebi.ac.uk/unichem/rest/inchikey/XEEQGYMUWCZPDN-UHFFFAOYSA-N,,,cell body,"6,3","1,03",9235,yes,well level
ESP0025730,B8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A10662413,prenylamine,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,"N-(1-methyl-2-phenyl-ethyl)-3,3-diphenyl-propan-1-amine",181757,https://pubchem.ncbi.nlm.nih.gov/compound/181757,https://www.ebi.ac.uk/unichem/rest/inchikey/IFFPICMESYHZPQ-FQEVSTJZSA-N,BRD-A10662413-043-11-2,,cell body,"6,3","-17,23",5729,yes,well level
